Sample Number (10000 samples per second),GAP (),LRERR (),OUTPUT (),LFTSPEED (),RGTSPEED ()
7067,115.0,-15.0,93.73,153.0,-33.0
7068,120.0,-20.0,93.73,153.0,-33.0
7069,128.0,-28.0,93.73,153.0,-33.0
7070,136.0,-36.0,93.73,153.0,-33.0
7071,139.0,-39.0,93.73,153.0,-33.0
7072,141.0,-41.0,93.73,153.0,-33.0
7073,147.0,-47.0,93.73,153.0,-33.0
7074,151.0,-51.0,93.73,153.0,-33.0
7075,150.0,-50.0,93.73,153.0,-33.0
7076,155.0,-55.0,93.73,153.0,-33.0
7077,163.0,-63.0,93.73,153.0,-33.0
7078,163.0,-63.0,93.73,153.0,-33.0
7079,167.0,-67.0,93.73,153.0,-33.0
7080,168.0,-68.0,93.73,153.0,-33.0
7081,166.0,-66.0,93.73,153.0,-33.0
7082,161.0,-61.0,93.73,153.0,-33.0
7083,161.0,-61.0,93.73,153.0,-33.0
7084,160.0,-60.0,93.73,153.0,-33.0
7085,158.0,-58.0,93.73,153.0,-33.0
7086,153.0,-53.0,93.73,153.0,-33.0
7087,151.0,-51.0,103.1,163.0,-43.0
7088,149.0,-49.0,103.1,163.0,-43.0
7089,146.0,-46.0,103.1,163.0,-43.0
7090,144.0,-44.0,103.1,163.0,-43.0
7091,137.0,-37.0,103.1,163.0,-43.0
7092,134.0,-34.0,103.1,163.0,-43.0
7093,130.0,-30.0,103.1,163.0,-43.0
7094,122.0,-22.0,103.1,163.0,-43.0
7095,118.0,-18.0,103.1,163.0,-43.0
7096,106.0,-6.0,103.1,163.0,-43.0
7097,106.0,-6.0,103.1,163.0,-43.0
7098,101.0,-1.0,103.1,163.0,-43.0
7099,92.0,8.0,103.1,-43.0,163.0
7100,91.0,9.0,103.1,-43.0,163.0
7101,87.0,13.0,103.1,-43.0,163.0
7102,83.0,17.0,103.1,-43.0,163.0
7103,80.0,20.0,103.1,-43.0,163.0
7104,73.0,27.0,103.1,-43.0,163.0
7105,72.0,28.0,103.1,-43.0,163.0
7106,74.0,26.0,103.1,-43.0,163.0
7107,76.0,24.0,103.1,-43.0,163.0
7108,78.0,22.0,103.1,-43.0,163.0
7109,81.0,19.0,103.1,-43.0,163.0
7110,84.0,16.0,90.04,-30.0,150.0
7111,91.0,9.0,90.04,-30.0,150.0
7112,99.0,1.0,90.04,-30.0,150.0
7113,104.0,-4.0,90.04,150.0,-30.0
7114,111.0,-11.0,90.04,150.0,-30.0
7115,122.0,-22.0,90.04,150.0,-30.0
7116,128.0,-28.0,90.04,150.0,-30.0
7117,136.0,-36.0,90.04,150.0,-30.0
7118,150.0,-50.0,90.04,150.0,-30.0
7119,161.0,-61.0,90.04,150.0,-30.0
7120,172.0,-72.0,90.04,150.0,-30.0
7121,186.0,-86.0,90.04,150.0,-30.0
7122,194.0,-94.0,90.04,150.0,-30.0
7123,203.0,-103.0,90.04,150.0,-30.0
7124,201.0,-101.0,90.04,150.0,-30.0
7125,208.0,-108.0,90.04,150.0,-30.0
7126,209.0,-109.0,90.04,150.0,-30.0
7127,223.0,-123.0,90.04,150.0,-30.0
7128,231.0,-131.0,90.04,150.0,-30.0
7129,236.0,-136.0,90.04,150.0,-30.0
7130,244.0,-144.0,90.04,150.0,-30.0
7131,244.0,-144.0,90.04,150.0,-30.0
7132,246.0,-146.0,90.04,150.0,-30.0
7133,246.0,-146.0,115.17,175.0,-55.0
7134,244.0,-144.0,115.17,175.0,-55.0
7135,247.0,-147.0,115.17,175.0,-55.0
7136,253.0,-153.0,115.17,175.0,-55.0
7137,243.0,-143.0,115.17,175.0,-55.0
7138,240.0,-140.0,115.17,175.0,-55.0
7139,233.0,-133.0,115.17,175.0,-55.0
7140,232.0,-132.0,115.17,175.0,-55.0
7141,235.0,-135.0,115.17,175.0,-55.0
7142,233.0,-133.0,115.17,175.0,-55.0
7143,237.0,-137.0,115.17,175.0,-55.0
7144,234.0,-134.0,115.17,175.0,-55.0
7145,231.0,-131.0,115.17,175.0,-55.0
7146,231.0,-131.0,115.17,175.0,-55.0
7147,231.0,-131.0,115.17,175.0,-55.0
7148,232.0,-132.0,115.17,175.0,-55.0
7149,232.0,-132.0,115.17,175.0,-55.0
7150,230.0,-130.0,115.17,175.0,-55.0
7151,226.0,-126.0,115.17,175.0,-55.0
7152,226.0,-126.0,115.17,175.0,-55.0
7153,229.0,-129.0,115.17,175.0,-55.0
7154,229.0,-129.0,97.67,157.0,-37.0
7155,230.0,-130.0,97.67,157.0,-37.0
7156,229.0,-129.0,97.67,157.0,-37.0
7157,233.0,-133.0,97.67,157.0,-37.0
7158,241.0,-141.0,97.67,157.0,-37.0
7159,236.0,-136.0,97.67,157.0,-37.0
7160,237.0,-137.0,97.67,157.0,-37.0
7161,235.0,-135.0,97.67,157.0,-37.0
7162,235.0,-135.0,97.67,157.0,-37.0
7163,233.0,-133.0,97.67,157.0,-37.0
7164,233.0,-133.0,97.67,157.0,-37.0
7165,234.0,-134.0,97.67,157.0,-37.0
7166,231.0,-131.0,97.67,157.0,-37.0
7167,227.0,-127.0,97.67,157.0,-37.0
7168,225.0,-125.0,97.67,157.0,-37.0
7169,223.0,-123.0,97.67,157.0,-37.0
7170,220.0,-120.0,97.67,157.0,-37.0
7171,220.0,-120.0,97.67,157.0,-37.0
7172,217.0,-117.0,97.67,157.0,-37.0
7173,214.0,-114.0,97.67,157.0,-37.0
7174,207.0,-107.0,97.67,157.0,-37.0
7175,206.0,-106.0,97.67,157.0,-37.0
7176,209.0,-109.0,97.7,157.0,-37.0
7177,204.0,-104.0,97.7,157.0,-37.0
7178,205.0,-105.0,97.7,157.0,-37.0
7179,200.0,-100.0,97.7,157.0,-37.0
7180,193.0,-93.0,97.7,157.0,-37.0
7181,193.0,-93.0,97.7,157.0,-37.0
7182,192.0,-92.0,97.7,157.0,-37.0
7183,187.0,-87.0,97.7,157.0,-37.0
7184,186.0,-86.0,97.7,157.0,-37.0
7185,186.0,-86.0,97.7,157.0,-37.0
7186,184.0,-84.0,97.7,157.0,-37.0
7187,183.0,-83.0,97.7,157.0,-37.0
7188,179.0,-79.0,97.7,157.0,-37.0
7189,182.0,-82.0,97.7,157.0,-37.0
7190,177.0,-77.0,97.7,157.0,-37.0
7191,175.0,-75.0,97.7,157.0,-37.0
7192,173.0,-73.0,97.7,157.0,-37.0
7193,168.0,-68.0,97.7,157.0,-37.0
7194,165.0,-65.0,97.7,157.0,-37.0
7195,162.0,-62.0,97.7,157.0,-37.0
7196,160.0,-60.0,97.7,157.0,-37.0
7197,152.0,-52.0,97.7,157.0,-37.0
7198,148.0,-48.0,97.7,157.0,-37.0
7199,141.0,-41.0,92.57,152.0,-32.0
7200,140.0,-40.0,92.57,152.0,-32.0
7201,140.0,-40.0,92.57,152.0,-32.0
7202,136.0,-36.0,92.57,152.0,-32.0
7203,133.0,-33.0,92.57,152.0,-32.0
7204,134.0,-34.0,98.93,158.0,-38.0
7205,134.0,-34.0,98.93,158.0,-38.0
7206,136.0,-36.0,98.93,158.0,-38.0
7207,136.0,-36.0,98.93,158.0,-38.0
7208,136.0,-36.0,98.93,158.0,-38.0
7209,137.0,-37.0,98.93,158.0,-38.0
7210,134.0,-34.0,98.93,158.0,-38.0
7211,140.0,-40.0,98.93,158.0,-38.0
7212,140.0,-40.0,98.93,158.0,-38.0
7213,144.0,-44.0,98.93,158.0,-38.0
7214,148.0,-48.0,98.93,158.0,-38.0
7215,158.0,-58.0,98.93,158.0,-38.0
7216,159.0,-59.0,98.93,158.0,-38.0
7217,156.0,-56.0,98.93,158.0,-38.0
7218,163.0,-63.0,98.93,158.0,-38.0
7219,165.0,-65.0,98.93,158.0,-38.0
7220,166.0,-66.0,98.93,158.0,-38.0
7221,167.0,-67.0,98.93,158.0,-38.0
7222,168.0,-68.0,98.93,158.0,-38.0
7223,171.0,-71.0,98.93,158.0,-38.0
7224,168.0,-68.0,98.93,158.0,-38.0
7225,164.0,-64.0,98.93,158.0,-38.0
7226,154.0,-54.0,98.93,158.0,-38.0
7227,147.0,-47.0,98.93,158.0,-38.0
7228,139.0,-39.0,98.93,158.0,-38.0
7229,135.0,-35.0,100.08,160.0,-40.0
7230,128.0,-28.0,100.08,160.0,-40.0
7231,115.0,-15.0,100.08,160.0,-40.0
7232,103.0,-3.0,100.08,160.0,-40.0
7233,97.0,3.0,100.08,-40.0,160.0
7234,84.0,16.0,100.08,-40.0,160.0
7235,69.0,31.0,100.08,-40.0,160.0
7236,54.0,46.0,100.08,-40.0,160.0
7237,48.0,52.0,100.08,-40.0,160.0
7238,46.0,54.0,100.08,-40.0,160.0
7239,44.0,56.0,100.08,-40.0,160.0
7240,38.0,62.0,100.08,-40.0,160.0
7241,41.0,59.0,100.08,-40.0,160.0
7242,41.0,59.0,100.08,-40.0,160.0
7243,41.0,59.0,100.08,-40.0,160.0
7244,40.0,60.0,100.08,-40.0,160.0
7245,47.0,53.0,100.08,-40.0,160.0
7246,49.0,51.0,100.08,-40.0,160.0
7247,56.0,44.0,100.08,-40.0,160.0
7248,71.0,29.0,100.08,-40.0,160.0
7249,76.0,24.0,100.08,-40.0,160.0
7250,88.0,12.0,100.08,-40.0,160.0
7251,102.0,-2.0,100.08,160.0,-40.0
7252,111.0,-11.0,100.08,160.0,-40.0
7253,131.0,-31.0,99.87,159.0,-39.0
7254,150.0,-50.0,99.87,159.0,-39.0
7255,167.0,-67.0,99.87,159.0,-39.0
7256,182.0,-82.0,99.87,159.0,-39.0
7257,193.0,-93.0,99.87,159.0,-39.0
7258,204.0,-104.0,99.87,159.0,-39.0
7259,211.0,-111.0,99.87,159.0,-39.0
7260,217.0,-117.0,99.87,159.0,-39.0
7261,225.0,-125.0,99.87,159.0,-39.0
7262,224.0,-124.0,99.87,159.0,-39.0
7263,228.0,-128.0,99.87,159.0,-39.0
7264,230.0,-130.0,99.87,159.0,-39.0
7265,229.0,-129.0,99.87,159.0,-39.0
7266,231.0,-131.0,99.87,159.0,-39.0
7267,231.0,-131.0,99.87,159.0,-39.0
7268,228.0,-128.0,99.87,159.0,-39.0
7269,226.0,-126.0,99.87,159.0,-39.0
7270,219.0,-119.0,99.87,159.0,-39.0
7271,217.0,-117.0,99.87,159.0,-39.0
7272,215.0,-115.0,99.87,159.0,-39.0
7273,212.0,-112.0,99.87,159.0,-39.0
7274,209.0,-109.0,99.87,159.0,-39.0
7275,216.0,-116.0,110.16,170.0,-50.0
7276,215.0,-115.0,110.16,170.0,-50.0
7277,220.0,-120.0,110.16,170.0,-50.0
7278,213.0,-113.0,110.16,170.0,-50.0
7279,215.0,-115.0,110.16,170.0,-50.0
7280,211.0,-111.0,110.16,170.0,-50.0
7281,208.0,-108.0,110.16,170.0,-50.0
7282,206.0,-106.0,110.16,170.0,-50.0
7283,196.0,-96.0,110.16,170.0,-50.0
7284,191.0,-91.0,110.16,170.0,-50.0
7285,193.0,-93.0,110.16,170.0,-50.0
7286,194.0,-94.0,110.16,170.0,-50.0
7287,194.0,-94.0,110.16,170.0,-50.0
7288,193.0,-93.0,110.16,170.0,-50.0
7289,189.0,-89.0,110.16,170.0,-50.0
7290,190.0,-90.0,110.16,170.0,-50.0
7291,186.0,-86.0,110.16,170.0,-50.0
7292,184.0,-84.0,110.16,170.0,-50.0
7293,185.0,-85.0,110.16,170.0,-50.0
7294,181.0,-81.0,110.16,170.0,-50.0
7295,179.0,-79.0,110.16,170.0,-50.0
7296,176.0,-76.0,110.16,170.0,-50.0
7297,173.0,-73.0,97.36,157.0,-37.0
7298,171.0,-71.0,97.36,157.0,-37.0
7299,165.0,-65.0,97.36,157.0,-37.0
7300,168.0,-68.0,97.36,157.0,-37.0
7301,163.0,-63.0,97.36,157.0,-37.0
7302,162.0,-62.0,97.36,157.0,-37.0
7303,159.0,-59.0,97.36,157.0,-37.0
7304,157.0,-57.0,97.36,157.0,-37.0
7305,155.0,-55.0,97.36,157.0,-37.0
7306,153.0,-53.0,97.36,157.0,-37.0
7307,153.0,-53.0,97.36,157.0,-37.0
7308,154.0,-54.0,97.36,157.0,-37.0
7309,147.0,-47.0,97.36,157.0,-37.0
7310,148.0,-48.0,97.36,157.0,-37.0
7311,143.0,-43.0,97.36,157.0,-37.0
7312,139.0,-39.0,97.36,157.0,-37.0
7313,139.0,-39.0,97.36,157.0,-37.0
7314,137.0,-37.0,97.36,157.0,-37.0
7315,140.0,-40.0,97.36,157.0,-37.0
7316,138.0,-38.0,97.36,157.0,-37.0
7317,136.0,-36.0,97.93,157.0,-37.0
7318,136.0,-36.0,97.93,157.0,-37.0
7319,136.0,-36.0,97.93,157.0,-37.0
7320,136.0,-36.0,97.93,157.0,-37.0
7321,137.0,-37.0,97.93,157.0,-37.0
7322,137.0,-37.0,97.93,157.0,-37.0
7323,142.0,-42.0,97.93,157.0,-37.0
7324,140.0,-40.0,97.93,157.0,-37.0
7325,142.0,-42.0,97.93,157.0,-37.0
7326,144.0,-44.0,97.93,157.0,-37.0
7327,144.0,-44.0,97.93,157.0,-37.0
7328,145.0,-45.0,97.93,157.0,-37.0
7329,142.0,-42.0,97.93,157.0,-37.0
7330,147.0,-47.0,97.93,157.0,-37.0
7331,145.0,-45.0,97.93,157.0,-37.0
7332,149.0,-49.0,97.93,157.0,-37.0
7333,152.0,-52.0,97.93,157.0,-37.0
7334,155.0,-55.0,97.93,157.0,-37.0
7335,157.0,-57.0,97.93,157.0,-37.0
7336,161.0,-61.0,97.93,157.0,-37.0
7337,163.0,-63.0,97.93,157.0,-37.0
7338,169.0,-69.0,97.93,157.0,-37.0
7339,180.0,-80.0,97.93,157.0,-37.0
7340,182.0,-82.0,97.93,157.0,-37.0
7341,191.0,-91.0,97.93,157.0,-37.0
7342,188.0,-88.0,107.82,167.0,-47.0
7343,192.0,-92.0,107.82,167.0,-47.0
7344,192.0,-92.0,107.82,167.0,-47.0
7345,189.0,-89.0,107.82,167.0,-47.0
7346,187.0,-87.0,107.82,167.0,-47.0
7347,183.0,-83.0,107.82,167.0,-47.0
7348,176.0,-76.0,107.82,167.0,-47.0
7349,165.0,-65.0,107.82,167.0,-47.0
7350,158.0,-58.0,107.82,167.0,-47.0
7351,146.0,-46.0,107.82,167.0,-47.0
7352,130.0,-30.0,107.82,167.0,-47.0
7353,118.0,-18.0,107.82,167.0,-47.0
7354,98.0,2.0,107.82,-47.0,167.0
7355,83.0,17.0,107.82,-47.0,167.0
7356,75.0,25.0,107.82,-47.0,167.0
7357,63.0,37.0,107.82,-47.0,167.0
7358,54.0,46.0,107.82,-47.0,167.0
7359,45.0,55.0,107.82,-47.0,167.0
7360,39.0,61.0,107.82,-47.0,167.0
7361,40.0,60.0,107.82,-47.0,167.0
7362,36.0,64.0,107.82,-47.0,167.0
7363,39.0,61.0,107.82,-47.0,167.0
7364,40.0,60.0,107.82,-47.0,167.0
7365,45.0,55.0,87.0,-27.0,147.0
7366,49.0,51.0,87.0,-27.0,147.0
7367,57.0,43.0,87.0,-27.0,147.0
7368,68.0,32.0,87.0,-27.0,147.0
7369,74.0,26.0,87.0,-27.0,147.0
7370,86.0,14.0,87.0,-27.0,147.0
7371,96.0,4.0,87.0,-27.0,147.0
7372,112.0,-12.0,87.0,147.0,-27.0
7373,129.0,-29.0,87.0,147.0,-27.0
7374,145.0,-45.0,87.0,147.0,-27.0
7375,161.0,-61.0,87.0,147.0,-27.0
7376,186.0,-86.0,87.0,147.0,-27.0
7377,202.0,-102.0,87.0,147.0,-27.0
7378,218.0,-118.0,87.0,147.0,-27.0
7379,229.0,-129.0,87.0,147.0,-27.0
7380,234.0,-134.0,87.0,147.0,-27.0
7381,240.0,-140.0,87.0,147.0,-27.0
7382,239.0,-139.0,87.0,147.0,-27.0
7383,231.0,-131.0,87.0,147.0,-27.0
7384,226.0,-126.0,87.0,147.0,-27.0
7385,216.0,-116.0,87.0,147.0,-27.0
7386,207.0,-107.0,87.0,147.0,-27.0
7387,202.0,-102.0,87.0,147.0,-27.0
7388,193.0,-93.0,118.07,178.0,-58.0
7389,188.0,-88.0,118.07,178.0,-58.0
7390,183.0,-83.0,118.07,178.0,-58.0
7391,176.0,-76.0,118.07,178.0,-58.0
7392,167.0,-67.0,118.07,178.0,-58.0
7393,165.0,-65.0,118.07,178.0,-58.0
7394,163.0,-63.0,118.07,178.0,-58.0
7395,165.0,-65.0,118.07,178.0,-58.0
7396,159.0,-59.0,118.07,178.0,-58.0
7397,159.0,-59.0,118.07,178.0,-58.0
7398,160.0,-60.0,118.07,178.0,-58.0
7399,158.0,-58.0,118.07,178.0,-58.0
7400,159.0,-59.0,118.07,178.0,-58.0
7401,153.0,-53.0,118.07,178.0,-58.0
7402,150.0,-50.0,118.07,178.0,-58.0
7403,149.0,-49.0,118.07,178.0,-58.0
7404,143.0,-43.0,118.07,178.0,-58.0
7405,147.0,-47.0,118.07,178.0,-58.0
7406,145.0,-45.0,118.07,178.0,-58.0
7407,145.0,-45.0,118.07,178.0,-58.0
7408,144.0,-44.0,118.07,178.0,-58.0
7409,141.0,-41.0,118.07,178.0,-58.0
7410,139.0,-39.0,97.67,157.0,-37.0
7411,142.0,-42.0,97.67,157.0,-37.0
7412,142.0,-42.0,97.67,157.0,-37.0
7413,138.0,-38.0,97.67,157.0,-37.0
7414,138.0,-38.0,97.67,157.0,-37.0
7415,138.0,-38.0,97.67,157.0,-37.0
7416,138.0,-38.0,97.67,157.0,-37.0
7417,138.0,-38.0,97.67,157.0,-37.0
7418,137.0,-37.0,97.67,157.0,-37.0
7419,138.0,-38.0,97.67,157.0,-37.0
7420,137.0,-37.0,97.67,157.0,-37.0
7421,138.0,-38.0,97.67,157.0,-37.0
7422,139.0,-39.0,97.67,157.0,-37.0
7423,142.0,-42.0,97.67,157.0,-37.0
7424,138.0,-38.0,97.67,157.0,-37.0
7425,138.0,-38.0,97.67,157.0,-37.0
7426,142.0,-42.0,97.67,157.0,-37.0
7427,140.0,-40.0,97.67,157.0,-37.0
7428,139.0,-39.0,97.67,157.0,-37.0
7429,137.0,-37.0,103.2,163.0,-43.0
7430,137.0,-37.0,103.2,163.0,-43.0
7431,136.0,-36.0,103.2,163.0,-43.0
7432,137.0,-37.0,103.2,163.0,-43.0
7433,137.0,-37.0,103.2,163.0,-43.0
7434,139.0,-39.0,103.2,163.0,-43.0
7435,135.0,-35.0,103.2,163.0,-43.0
7436,135.0,-35.0,103.2,163.0,-43.0
7437,136.0,-36.0,103.2,163.0,-43.0
7438,137.0,-37.0,103.2,163.0,-43.0
7439,137.0,-37.0,103.2,163.0,-43.0
7440,136.0,-36.0,103.2,163.0,-43.0
7441,135.0,-35.0,103.2,163.0,-43.0
7442,135.0,-35.0,103.2,163.0,-43.0
7443,135.0,-35.0,103.2,163.0,-43.0
7444,135.0,-35.0,103.2,163.0,-43.0
7445,134.0,-34.0,103.4,163.0,-43.0
7446,134.0,-34.0,103.4,163.0,-43.0
7447,133.0,-33.0,103.4,163.0,-43.0
7448,139.0,-39.0,103.4,163.0,-43.0
7449,143.0,-43.0,103.4,163.0,-43.0
7450,145.0,-45.0,103.4,163.0,-43.0
7451,155.0,-55.0,103.4,163.0,-43.0
7452,162.0,-62.0,103.4,163.0,-43.0
7453,167.0,-67.0,103.4,163.0,-43.0
7454,175.0,-75.0,103.4,163.0,-43.0
7455,180.0,-80.0,103.4,163.0,-43.0
7456,192.0,-92.0,103.4,163.0,-43.0
7457,194.0,-94.0,103.4,163.0,-43.0
7458,201.0,-101.0,103.4,163.0,-43.0
7459,207.0,-107.0,103.4,163.0,-43.0
7460,213.0,-113.0,103.4,163.0,-43.0
7461,215.0,-115.0,103.4,163.0,-43.0
7462,208.0,-108.0,103.4,163.0,-43.0
7463,200.0,-100.0,103.4,163.0,-43.0
7464,188.0,-88.0,103.4,163.0,-43.0
7465,172.0,-72.0,103.4,163.0,-43.0
7466,154.0,-54.0,103.4,163.0,-43.0
7467,142.0,-42.0,104.94,164.0,-44.0
7468,128.0,-28.0,104.94,164.0,-44.0
7469,116.0,-16.0,104.94,164.0,-44.0
7470,104.0,-4.0,104.94,164.0,-44.0
7471,91.0,9.0,104.94,-44.0,164.0
7472,81.0,19.0,104.94,-44.0,164.0
7473,68.0,32.0,104.94,-44.0,164.0
7474,53.0,47.0,104.94,-44.0,164.0
7475,37.0,63.0,104.94,-44.0,164.0
7476,28.0,72.0,104.94,-44.0,164.0
7477,18.0,82.0,104.94,-44.0,164.0
7478,12.0,88.0,104.94,-44.0,164.0
7479,4.0,96.0,104.94,-44.0,164.0
7480,4.0,96.0,104.94,-44.0,164.0
7481,3.0,97.0,104.94,-44.0,164.0
7482,2.0,98.0,104.94,-44.0,164.0
7483,-2.0,102.0,104.94,-44.0,164.0
7484,4.0,96.0,104.94,-44.0,164.0
7485,0.0,100.0,104.94,-44.0,164.0
7486,6.0,94.0,104.94,-44.0,164.0
7487,7.0,93.0,104.94,-44.0,164.0
7488,8.0,92.0,104.94,-44.0,164.0
7489,8.0,92.0,104.94,-44.0,164.0
7490,13.0,87.0,104.94,-44.0,164.0
7491,21.0,79.0,90.88,-30.0,150.0
7492,29.0,71.0,90.88,-30.0,150.0
7493,38.0,62.0,90.88,-30.0,150.0
7494,41.0,59.0,90.88,-30.0,150.0
7495,49.0,51.0,90.88,-30.0,150.0
7496,56.0,44.0,90.88,-30.0,150.0
7497,66.0,34.0,90.88,-30.0,150.0
7498,72.0,28.0,90.88,-30.0,150.0
7499,80.0,20.0,90.88,-30.0,150.0
7500,91.0,9.0,90.88,-30.0,150.0
7501,96.0,4.0,90.88,-30.0,150.0
7502,111.0,-11.0,90.88,150.0,-30.0
7503,123.0,-23.0,90.88,150.0,-30.0
7504,141.0,-41.0,90.88,150.0,-30.0
7505,156.0,-56.0,90.88,150.0,-30.0
7506,171.0,-71.0,90.88,150.0,-30.0
7507,183.0,-83.0,90.88,150.0,-30.0
7508,191.0,-91.0,90.88,150.0,-30.0
7509,197.0,-97.0,90.88,150.0,-30.0
7510,199.0,-99.0,90.88,150.0,-30.0
7511,202.0,-102.0,90.88,150.0,-30.0
7512,207.0,-107.0,90.88,150.0,-30.0
7513,210.0,-110.0,90.88,150.0,-30.0
7514,213.0,-113.0,90.88,150.0,-30.0
7515,210.0,-110.0,124.29,184.0,-64.0
7516,207.0,-107.0,124.29,184.0,-64.0
7517,208.0,-108.0,124.29,184.0,-64.0
7518,207.0,-107.0,124.29,184.0,-64.0
7519,204.0,-104.0,124.29,184.0,-64.0
7520,205.0,-105.0,124.29,184.0,-64.0
7521,201.0,-101.0,124.29,184.0,-64.0
7522,203.0,-103.0,124.29,184.0,-64.0
7523,203.0,-103.0,124.29,184.0,-64.0
7524,203.0,-103.0,124.29,184.0,-64.0
7525,204.0,-104.0,124.29,184.0,-64.0
7526,202.0,-102.0,124.29,184.0,-64.0
7527,199.0,-99.0,124.29,184.0,-64.0
7528,200.0,-100.0,124.29,184.0,-64.0
7529,196.0,-96.0,124.29,184.0,-64.0
7530,192.0,-92.0,124.29,184.0,-64.0
7531,188.0,-88.0,124.29,184.0,-64.0
7532,184.0,-84.0,124.29,184.0,-64.0
7533,180.0,-80.0,124.29,184.0,-64.0
7534,179.0,-79.0,124.29,184.0,-64.0
7535,176.0,-76.0,124.29,184.0,-64.0
7536,173.0,-73.0,124.29,184.0,-64.0
7537,171.0,-71.0,101.53,161.0,-41.0
7538,163.0,-63.0,101.53,161.0,-41.0
7539,161.0,-61.0,101.53,161.0,-41.0
7540,153.0,-53.0,101.53,161.0,-41.0
7541,149.0,-49.0,101.53,161.0,-41.0
7542,140.0,-40.0,101.53,161.0,-41.0
7543,133.0,-33.0,101.53,161.0,-41.0
7544,129.0,-29.0,101.53,161.0,-41.0
7545,116.0,-16.0,101.53,161.0,-41.0
7546,110.0,-10.0,101.53,161.0,-41.0
7547,102.0,-2.0,101.53,161.0,-41.0
7548,98.0,2.0,101.53,-41.0,161.0
7549,89.0,11.0,101.53,-41.0,161.0
7550,85.0,15.0,101.53,-41.0,161.0
7551,74.0,26.0,101.53,-41.0,161.0
7552,64.0,36.0,101.53,-41.0,161.0
7553,62.0,38.0,101.53,-41.0,161.0
7554,53.0,47.0,101.53,-41.0,161.0
7555,50.0,50.0,101.53,-41.0,161.0
7556,47.0,53.0,101.53,-41.0,161.0
7557,42.0,58.0,101.53,-41.0,161.0
7558,45.0,55.0,101.53,-41.0,161.0
7559,41.0,59.0,101.53,-41.0,161.0
7560,39.0,61.0,91.01,-31.0,151.0
7561,48.0,52.0,91.01,-31.0,151.0
7562,50.0,50.0,91.01,-31.0,151.0
7563,53.0,47.0,91.01,-31.0,151.0
7564,59.0,41.0,91.01,-31.0,151.0
7565,54.0,46.0,91.01,-31.0,151.0
7566,63.0,37.0,91.01,-31.0,151.0
7567,68.0,32.0,91.01,-31.0,151.0
7568,66.0,34.0,91.01,-31.0,151.0
7569,74.0,26.0,91.01,-31.0,151.0
7570,73.0,27.0,91.01,-31.0,151.0
7571,81.0,19.0,91.01,-31.0,151.0
7572,86.0,14.0,91.01,-31.0,151.0
7573,93.0,7.0,91.01,-31.0,151.0
7574,99.0,1.0,91.01,-31.0,151.0
7575,106.0,-6.0,91.01,151.0,-31.0
7576,114.0,-14.0,91.01,151.0,-31.0
7577,128.0,-28.0,91.01,151.0,-31.0
7578,137.0,-37.0,91.01,151.0,-31.0
7579,143.0,-43.0,91.01,151.0,-31.0
7580,150.0,-50.0,91.01,151.0,-31.0
7581,157.0,-57.0,91.01,151.0,-31.0
7582,160.0,-60.0,91.01,151.0,-31.0
7583,166.0,-66.0,91.01,151.0,-31.0
7584,165.0,-65.0,118.48,178.0,-58.0
7585,164.0,-64.0,118.48,178.0,-58.0
7586,165.0,-65.0,118.48,178.0,-58.0
7587,165.0,-65.0,118.48,178.0,-58.0
7588,165.0,-65.0,118.48,178.0,-58.0
7589,165.0,-65.0,118.48,178.0,-58.0
7590,165.0,-65.0,118.48,178.0,-58.0
7591,158.0,-58.0,118.48,178.0,-58.0
7592,157.0,-57.0,118.48,178.0,-58.0
7593,154.0,-54.0,118.48,178.0,-58.0
7594,150.0,-50.0,118.48,178.0,-58.0
7595,143.0,-43.0,118.48,178.0,-58.0
7596,137.0,-37.0,118.48,178.0,-58.0
7597,133.0,-33.0,118.48,178.0,-58.0
7598,125.0,-25.0,118.48,178.0,-58.0
7599,117.0,-17.0,118.48,178.0,-58.0
7600,111.0,-11.0,118.48,178.0,-58.0
7601,105.0,-5.0,118.48,178.0,-58.0
7602,104.0,-4.0,118.48,178.0,-58.0
7603,101.0,-1.0,118.48,178.0,-58.0
7604,92.0,8.0,118.48,-58.0,178.0
7605,84.0,16.0,118.48,-58.0,178.0
7606,80.0,20.0,96.73,-36.0,156.0
7607,76.0,24.0,96.73,-36.0,156.0
7608,69.0,31.0,96.73,-36.0,156.0
7609,65.0,35.0,96.73,-36.0,156.0
7610,61.0,39.0,96.73,-36.0,156.0
7611,54.0,46.0,96.73,-36.0,156.0
7612,50.0,50.0,96.73,-36.0,156.0
7613,46.0,54.0,96.73,-36.0,156.0
7614,46.0,54.0,96.73,-36.0,156.0
7615,46.0,54.0,96.73,-36.0,156.0
7616,46.0,54.0,96.73,-36.0,156.0
7617,43.0,57.0,96.73,-36.0,156.0
7618,46.0,54.0,96.73,-36.0,156.0
7619,50.0,50.0,96.73,-36.0,156.0
7620,52.0,48.0,96.73,-36.0,156.0
7621,55.0,45.0,96.73,-36.0,156.0
7622,56.0,44.0,96.73,-36.0,156.0
7623,60.0,40.0,96.73,-36.0,156.0
7624,58.0,42.0,96.73,-36.0,156.0
7625,64.0,36.0,96.73,-36.0,156.0
7626,69.0,31.0,96.73,-36.0,156.0
7627,72.0,28.0,96.73,-36.0,156.0
7628,77.0,23.0,96.73,-36.0,156.0
7629,83.0,17.0,96.73,-36.0,156.0
